Name,Age,Gender,Math,Physics,CS,Passed
Uma,18,M,75,93,46,Yes
Charlie,24,F,59,61,30,No
Henry,19,F,54,94,99,Yes
Grace,18,M,72,42,68,Yes
Mia,18,M,84,88,64,Yes
Paul,25,M,45,96,61,Yes
Diana,25,F,39,55,65,No
Rachel,19,M,58,99,74,Yes
Tom,24,F,97,42,96,Yes
Mia,22,F,66,59,31,No
Steve,21,F,42,46,75,No
Charlie,23,M,98,85,96,Yes
Ivy,21,F,40,57,96,Yes
Henry,19,F,41,39,47,No
Noah,19,F,53,98,55,Yes
Uma,21,F,77,60,65,Yes
Grace,20,F,45,79,63,Yes
Tom,25,F,93,63,84,Yes
Rachel,21,M,71,35,82,Yes
Paul,22,M,75,89,33,Yes
Jack,23,M,68,52,42,No
Alice,18,F,52,95,51,Yes
Tom,23,M,61,79,69,Yes
Jack,23,F,88,68,81,Yes
Charlie,25,M,83,50,30,No
Henry,18,F,53,88,68,Yes
Mia,21,M,70,30,83,Yes
Grace,21,F,87,33,41,No
Grace,21,F,79,69,91,Yes
Steve,19,F,56,32,96,Yes
Diana,18,M,41,34,75,No
Ivy,20,M,97,63,52,Yes
Ivy,23,M,80,39,98,Yes
Henry,18,F,75,73,82,Yes
Henry,21,M,47,62,39,No
Diana,25,M,90,47,45,Yes
Alice,22,F,100,63,82,Yes
Charlie,21,M,42,94,34,No
Ivy,22,M,56,49,88,Yes
Henry,20,M,75,88,73,Yes
Olivia,19,M,84,33,95,Yes
Henry,20,F,43,63,51,No
Rachel,19,M,39,41,55,No
Frank,22,M,70,80,72,Yes
Eva,25,F,47,46,78,No
Steve,21,M,36,42,57,No
Charlie,25,M,59,68,90,Yes
Eva,18,M,58,61,89,Yes
Liam,25,F,46,82,73,Yes
Jack,23,F,84,81,70,Yes
Jack,18,M,82,80,79,Yes
Diana,24,F,72,41,86,Yes
Rachel,22,F,98,89,70,Yes
Charlie,24,F,33,66,50,No
Henry,18,F,77,79,73,Yes
Mia,20,M,52,45,30,No
Tom,21,M,52,96,91,Yes
Noah,18,F,83,92,59,Yes
Grace,21,F,50,69,84,Yes
Alice,24,M,41,41,87,No
Jack,25,M,95,66,73,Yes
Bob,21,M,38,55,41,No
Bob,25,F,98,86,47,Yes
Tom,25,M,53,93,37,Yes
Liam,25,M,69,94,99,Yes
Henry,19,F,54,72,62,Yes
Steve,20,F,41,91,50,Yes
Mia,22,M,69,74,76,Yes
Steve,24,F,44,60,46,No
Jack,18,F,52,35,97,Yes
Alice,22,F,89,92,66,Yes
Alice,22,M,92,48,31,No
Noah,21,F,99,81,33,Yes
Quinn,18,F,89,91,42,Yes
Liam,19,F,51,77,54,Yes
Frank,18,M,94,37,82,Yes
Mia,18,F,81,75,35,Yes
Henry,20,F,66,84,89,Yes
Noah,18,M,91,82,85,Yes
Alice,24,F,63,90,93,Yes
Mia,23,F,41,55,99,Yes
Alice,24,M,56,35,70,No
Noah,25,F,45,37,48,No
Ivy,18,M,66,95,60,Yes
Mia,25,M,61,64,54,No
Uma,24,M,79,54,66,Yes
Noah,22,M,42,48,57,No
Mia,21,M,73,67,92,Yes
Tom,25,M,32,68,62,No
Jack,19,F,51,32,89,No
Mia,19,F,55,83,52,Yes
Bob,20,F,36,87,94,Yes
Olivia,24,M,61,54,48,No
Charlie,20,M,79,88,72,Yes
Bob,25,M,61,42,60,No
Charlie,21,M,94,97,47,Yes
Olivia,19,M,68,36,44,No
Henry,24,M,39,97,36,No
Frank,21,F,53,40,52,No
Rachel,19,M,50,65,53,No
Bob,18,M,60,36,95,Yes
Mia,22,F,85,87,45,Yes
Olivia,23,F,50,68,67,Yes
Rachel,22,F,91,47,84,Yes
Ivy,25,M,90,53,83,Yes
Jack,19,F,75,39,93,Yes
Jack,23,F,31,100,46,No
Alice,24,F,31,94,53,No
Jack,24,M,40,89,83,Yes
Charlie,22,M,40,85,51,No
Paul,24,M,77,37,30,No
Ivy,18,M,54,37,53,No
Ivy,19,M,98,76,84,Yes
Eva,23,F,51,80,36,No
Bob,24,F,53,65,83,Yes
Alice,25,F,100,65,34,Yes
Tom,21,M,96,33,38,No
Rachel,25,M,87,93,33,Yes
Frank,21,F,42,36,68,No
Diana,18,F,66,35,83,Yes
Jack,18,M,97,52,89,Yes
Quinn,21,M,63,75,35,No
Henry,18,M,47,52,52,No
Charlie,20,M,96,55,98,Yes
Eva,24,M,62,82,67,Yes
Charlie,24,M,37,72,51,No
Charlie,21,F,65,53,81,Yes
Noah,19,F,34,80,98,Yes
Steve,18,F,69,85,42,Yes
Quinn,20,F,66,83,82,Yes
Quinn,25,M,30,77,69,No
Alice,23,M,59,54,96,Yes
Bob,22,F,77,100,87,Yes
Henry,24,M,69,57,44,No
Uma,18,F,30,75,66,No
Alice,18,M,46,50,41,No
Grace,22,M,77,33,32,No
Uma,25,F,70,53,50,No
Liam,20,F,37,75,69,Yes
Charlie,22,F,38,64,76,No
Ivy,24,M,84,86,85,Yes
Frank,24,F,79,34,96,Yes
Mia,23,F,59,96,85,Yes
Diana,23,M,72,56,37,No
Rachel,21,M,66,61,78,Yes
Eva,22,M,34,62,85,Yes
Liam,20,F,88,42,100,Yes
Eva,20,M,59,82,76,Yes
Alice,19,M,39,49,78,No
Quinn,22,F,30,30,56,No
Frank,24,F,74,81,37,Yes
Frank,25,M,84,46,91,Yes
Liam,18,F,87,48,65,Yes
Eva,25,M,37,99,53,Yes
Olivia,21,M,65,50,34,No
Frank,20,M,47,47,53,No
Paul,23,M,89,73,47,Yes
Noah,18,F,41,46,78,No
Diana,18,F,90,82,62,Yes
Rachel,24,M,62,34,62,No
Quinn,20,F,70,84,52,Yes
Mia,22,F,80,96,82,Yes
Steve,24,M,79,58,76,Yes
Jack,20,M,36,62,54,No
Jack,25,F,94,95,52,Yes
Eva,25,F,69,81,62,Yes
Henry,18,M,73,95,91,Yes
Eva,20,F,56,59,39,No
Charlie,20,M,76,87,73,Yes
Quinn,22,M,52,96,64,Yes
Steve,24,M,81,39,55,No
Frank,19,M,57,88,83,Yes
Frank,24,F,96,42,83,Yes
Grace,18,F,66,36,66,No
Eva,19,F,85,97,94,Yes
Diana,25,M,41,70,65,No
Alice,24,M,83,83,99,Yes
Steve,25,F,48,81,77,Yes
Diana,21,M,34,87,78,Yes
Steve,25,M,50,80,41,No
Bob,25,M,89,97,82,Yes
Grace,19,M,64,75,65,Yes
Steve,20,M,72,86,67,Yes
Bob,24,M,67,41,31,No
Paul,19,F,59,57,76,Yes
Henry,24,M,58,64,59,Yes
Tom,19,F,51,55,100,Yes
Liam,23,F,42,60,66,No
Steve,18,M,63,51,92,Yes
Frank,19,M,38,71,76,Yes
Uma,23,M,37,41,45,No
Rachel,23,M,34,61,82,No
Quinn,21,M,69,54,86,Yes
Grace,25,M,80,49,97,Yes
Alice,24,M,34,92,68,Yes
Rachel,25,M,86,65,39,Yes
Noah,20,M,44,59,85,Yes
Grace,18,F,97,71,55,Yes
Ivy,20,F,98,30,65,Yes
Quinn,18,M,79,65,89,Yes
Noah,25,F,51,61,97,Yes
Quinn,21,M,94,94,91,Yes
Noah,19,F,94,58,32,Yes
Tom,20,F,44,69,46,No
Frank,21,M,98,46,57,Yes
Jack,21,M,44,99,96,Yes
Steve,25,M,91,84,60,Yes
Bob,21,F,90,94,85,Yes
Paul,22,M,88,46,83,Yes
Ivy,19,M,73,89,44,Yes
Noah,20,F,68,78,54,Yes
Quinn,24,F,30,51,40,No
Grace,22,F,89,67,74,Yes
Paul,18,F,93,87,43,Yes
Liam,21,F,80,83,48,Yes
Tom,24,M,38,97,57,Yes
Charlie,20,M,89,42,35,No
Frank,25,F,86,61,35,Yes
Frank,25,M,49,53,72,No
Diana,18,M,43,35,71,No
Mia,24,M,31,47,79,No
Charlie,20,M,66,88,59,Yes
Alice,19,F,92,45,46,Yes
Tom,21,F,49,38,35,No
Eva,24,F,68,79,83,Yes
Tom,22,M,41,78,41,No
Uma,24,M,85,49,56,Yes
Uma,20,M,59,49,70,No
Frank,21,F,50,55,40,No
Diana,22,M,94,48,63,Yes
Tom,23,F,70,85,85,Yes
Mia,20,F,99,55,45,Yes
Quinn,23,F,32,84,91,Yes
Henry,18,M,47,78,90,Yes
Liam,18,M,59,99,85,Yes
Charlie,23,M,63,78,50,Yes
Eva,18,F,81,39,53,No
Ivy,19,F,65,74,75,Yes
Ivy,21,F,81,76,49,Yes
Uma,24,M,80,96,65,Yes
Quinn,22,F,32,38,34,No
Steve,18,M,60,63,91,Yes
Diana,23,M,84,73,88,Yes
Uma,24,F,93,87,63,Yes
Henry,25,F,49,87,97,Yes
Noah,23,M,60,79,72,Yes
Diana,23,F,58,44,59,No
Jack,20,M,71,83,91,Yes
Alice,25,M,31,45,82,No
Frank,23,F,39,41,69,No
Alice,20,M,98,90,81,Yes
Diana,18,F,80,80,99,Yes
Charlie,23,M,67,43,76,Yes
Alice,23,M,51,75,31,No
Ivy,18,F,43,90,87,Yes
Noah,18,F,96,87,64,Yes
Bob,22,M,89,73,53,Yes
Bob,22,F,63,64,37,No
Diana,21,M,37,35,35,No
Liam,23,M,39,50,55,No
Tom,22,M,98,80,30,Yes
Bob,18,M,96,91,42,Yes
Grace,24,F,46,51,41,No
Henry,24,F,48,76,91,Yes
Frank,21,F,74,42,31,No
Frank,19,M,90,69,68,Yes
Frank,20,F,34,81,47,No
Rachel,22,M,64,67,37,No
Charlie,18,M,78,99,32,Yes
Diana,21,F,85,30,67,Yes
Diana,22,M,40,36,48,No
Steve,23,M,59,49,83,Yes
Henry,20,F,58,72,42,No
Bob,21,F,77,96,98,Yes
Frank,25,M,30,57,48,No
Steve,24,F,67,42,70,No
Henry,18,M,84,46,100,Yes
Quinn,22,F,72,72,52,Yes
Eva,20,M,70,39,35,No
Rachel,24,F,95,72,44,Yes
Bob,22,F,35,70,62,No
Alice,25,F,37,73,37,No
Jack,25,F,48,71,35,No
Olivia,23,F,95,94,38,Yes
Ivy,23,M,91,84,71,Yes
Olivia,18,M,91,36,36,No
Frank,22,M,67,75,34,No
Rachel,23,M,84,38,78,Yes
Frank,21,M,77,76,48,Yes
Ivy,18,M,51,52,43,No
Olivia,24,M,34,66,86,Yes
Charlie,20,M,92,41,70,Yes
Paul,22,M,32,41,79,No
Charlie,24,M,79,64,80,Yes
Charlie,19,F,74,71,68,Yes
Quinn,19,F,42,38,46,No
Charlie,20,F,69,85,92,Yes
Steve,21,F,31,67,58,No
Paul,24,F,34,99,72,Yes
Bob,22,F,43,86,86,Yes
Tom,20,M,86,83,76,Yes
Mia,22,F,39,58,56,No
Uma,22,M,74,32,74,Yes
Olivia,23,M,82,67,84,Yes
Olivia,21,M,56,52,87,Yes
Bob,21,F,45,72,100,Yes
Rachel,21,M,91,94,63,Yes
Bob,21,F,70,74,97,Yes
Eva,24,M,79,52,85,Yes
Frank,19,M,88,51,61,Yes
Tom,24,F,88,78,50,Yes
Paul,24,M,76,55,73,Yes
Liam,22,F,49,57,83,Yes
Bob,25,F,85,83,62,Yes
Quinn,18,F,53,36,64,No
Charlie,19,F,32,56,98,Yes
Diana,21,F,87,84,82,Yes
Ivy,24,F,99,92,54,Yes
Eva,19,F,99,51,35,Yes
Mia,25,M,74,77,97,Yes
Ivy,24,F,78,73,100,Yes
Rachel,21,F,43,92,71,Yes
Liam,23,F,32,45,55,No
Paul,18,F,90,49,54,Yes
Mia,25,M,55,56,88,Yes
Steve,21,M,74,35,77,Yes
Charlie,20,F,39,84,86,Yes
Paul,23,M,74,40,77,Yes
Jack,24,F,59,56,71,Yes
Uma,21,M,45,50,64,No
Frank,22,F,32,89,84,Yes
Alice,18,M,31,35,37,No
Uma,21,M,65,92,60,Yes
Henry,21,F,79,37,63,No
Diana,18,F,70,37,87,Yes
Steve,24,M,55,44,76,No
Grace,22,F,77,90,74,Yes
Steve,21,F,70,72,35,No
Rachel,21,M,54,83,96,Yes
Frank,20,M,50,99,38,Yes
Liam,18,M,86,77,78,Yes
Steve,21,M,78,100,50,Yes
Ivy,19,F,43,81,96,Yes
Liam,22,F,93,52,79,Yes
Tom,24,F,94,87,83,Yes
Frank,21,F,96,87,90,Yes
Tom,19,F,78,63,86,Yes
Liam,24,F,57,71,39,No
Liam,18,F,95,81,87,Yes
Rachel,20,F,60,58,83,Yes
Grace,25,F,49,83,58,Yes
Bob,22,M,53,86,41,Yes
Steve,18,M,35,59,84,No
Alice,22,M,84,52,48,Yes
Charlie,24,F,98,82,84,Yes
Bob,21,M,95,81,64,Yes
Steve,22,M,57,82,86,Yes
Liam,23,M,66,85,83,Yes
Ivy,21,F,96,60,59,Yes
Bob,20,M,42,63,66,No
Eva,24,M,81,55,67,Yes
Jack,21,F,86,70,64,Yes
Rachel,23,M,61,35,65,No
Bob,23,M,49,85,42,No
Tom,25,F,95,98,33,Yes
Grace,19,M,79,44,30,No
Bob,20,F,79,51,99,Yes
Bob,20,M,96,45,64,Yes
Bob,21,M,79,42,86,Yes
Bob,24,M,74,77,46,Yes
Alice,22,F,83,65,78,Yes
Jack,20,M,51,36,60,No
Frank,18,M,44,94,43,Yes
Paul,21,M,72,52,84,Yes
Tom,19,F,52,77,88,Yes
Rachel,22,M,90,65,71,Yes
Steve,23,F,48,98,58,Yes
Rachel,24,M,74,94,80,Yes
Henry,19,M,87,91,46,Yes
Diana,18,M,84,30,93,Yes
Noah,20,M,81,59,58,Yes
Noah,22,F,39,73,53,No
Paul,25,F,83,84,39,Yes
Uma,20,F,33,65,31,No
Noah,24,M,31,91,47,No
Noah,21,F,71,82,91,Yes
Alice,25,M,65,69,67,Yes
Liam,24,M,75,75,34,Yes
Grace,21,M,43,81,31,No
Bob,24,F,31,63,42,No
Grace,19,M,98,98,61,Yes
Ivy,19,M,62,99,63,Yes
Grace,19,F,67,52,30,No
Mia,18,F,42,61,71,No
Paul,24,F,43,31,63,No
Eva,21,M,99,44,55,Yes
Ivy,24,M,37,91,42,No
Noah,18,M,90,38,93,Yes
Noah,24,F,52,85,92,Yes
Uma,24,F,30,56,45,No
Jack,25,M,77,86,47,Yes
Eva,19,M,49,66,53,No
Noah,18,F,84,65,90,Yes
Mia,25,M,66,31,99,Yes
Olivia,25,M,38,63,64,No
Steve,24,M,88,72,38,Yes
Frank,22,F,99,58,72,Yes
Bob,24,F,74,59,70,Yes
Ivy,24,F,43,82,76,Yes
Alice,19,F,33,36,79,No
Bob,20,M,73,88,40,Yes
Steve,24,M,69,72,92,Yes
Quinn,20,F,86,70,45,Yes
Paul,19,M,43,36,35,No
Ivy,22,F,60,35,88,Yes
Charlie,25,F,87,87,95,Yes
Frank,23,F,76,77,42,Yes
Tom,19,F,74,41,78,Yes
Grace,21,M,48,34,71,No
Frank,24,M,86,46,76,Yes
Rachel,22,F,69,46,40,No
Henry,23,F,61,96,34,Yes
Grace,25,F,86,62,46,Yes
Rachel,19,F,45,59,49,No
Diana,21,M,40,83,82,Yes
Alice,21,M,98,65,47,Yes
Steve,25,F,75,70,74,Yes
Uma,25,F,80,43,43,No
Jack,24,F,57,35,73,No
Alice,23,M,67,59,36,No
Mia,19,M,94,97,100,Yes
Grace,25,F,53,44,83,Yes
Charlie,21,F,51,66,37,No
Uma,23,M,47,53,45,No
Noah,25,F,83,65,83,Yes
Frank,21,M,70,80,66,Yes
Liam,21,F,46,43,88,No
Liam,24,F,75,79,40,Yes
Henry,22,M,93,55,34,Yes
Uma,20,M,50,92,56,Yes
Quinn,18,F,79,68,85,Yes
Alice,20,F,65,79,61,Yes
Charlie,21,M,63,79,74,Yes
Frank,18,M,71,64,55,Yes
Frank,21,M,92,37,94,Yes
Uma,21,F,38,81,66,Yes
Liam,21,F,83,35,45,No
Charlie,18,M,70,53,88,Yes
Quinn,23,F,42,53,92,Yes
Quinn,20,F,92,86,62,Yes
Ivy,18,F,81,58,51,Yes
Liam,19,F,80,67,42,Yes
Mia,20,F,86,71,74,Yes
Mia,19,M,57,56,73,Yes
Liam,25,F,63,84,78,Yes
Olivia,19,F,83,43,86,Yes
Jack,22,F,79,36,83,Yes
Frank,19,M,88,87,33,Yes
Eva,20,F,58,58,51,No
Quinn,22,F,76,49,75,Yes
Henry,22,M,73,38,94,Yes
Jack,23,M,95,66,54,Yes
Tom,23,F,64,99,35,Yes
Ivy,25,F,51,90,58,Yes
Eva,24,F,49,52,35,No
Ivy,25,M,98,68,51,Yes
Eva,22,F,40,90,84,Yes
Tom,23,M,69,63,58,Yes
Diana,19,M,66,43,91,Yes
Uma,19,M,76,77,100,Yes
Noah,25,F,33,74,94,Yes
Paul,21,M,89,93,90,Yes
Charlie,21,M,75,42,42,No
Mia,19,M,42,59,40,No
Ivy,25,M,37,82,30,No
Frank,20,F,81,96,46,Yes
Grace,19,F,87,86,77,Yes
Ivy,20,M,84,80,99,Yes
Alice,22,F,71,54,94,Yes
Liam,21,F,35,99,98,Yes
Olivia,20,M,86,30,48,No
Frank,24,M,37,43,39,No
Tom,23,F,94,65,100,Yes
Frank,23,F,38,79,94,Yes
Eva,24,M,35,87,79,Yes
Eva,20,M,97,46,94,Yes
Diana,24,M,59,66,72,Yes
Steve,24,F,78,55,31,No
Grace,22,M,83,98,85,Yes
Quinn,19,F,63,67,30,No
Liam,22,F,33,39,30,No
Grace,20,F,31,95,97,Yes
Olivia,20,F,93,30,66,Yes
Charlie,24,M,81,40,49,No
Grace,20,F,31,41,71,No
Quinn,20,F,68,59,49,No
Paul,21,F,55,80,72,Yes
Diana,23,F,71,66,46,Yes
Frank,21,F,55,41,69,No
Diana,23,M,87,46,61,Yes
Bob,18,M,86,98,65,Yes
Jack,22,M,91,50,45,Yes
Liam,24,M,80,96,70,Yes
Eva,20,M,97,66,60,Yes
Eva,23,M,62,47,99,Yes
Grace,22,F,63,37,66,No
Bob,24,M,58,34,86,No
Frank,23,M,82,49,31,No
Mia,24,M,65,53,34,No
Quinn,18,M,80,41,61,Yes
Ivy,22,M,57,63,49,No
Liam,25,M,36,75,51,No
Noah,25,M,60,79,74,Yes
Uma,24,F,77,45,93,Yes
Henry,20,F,30,74,95,Yes
Henry,21,F,100,55,78,Yes
Frank,21,F,51,84,38,No
Frank,18,M,45,30,63,No
Alice,19,F,40,45,79,No
Henry,19,F,37,75,71,Yes
Charlie,18,F,57,72,73,Yes
Quinn,25,M,84,61,62,Yes
Mia,23,F,78,94,54,Yes
Mia,22,M,92,39,38,No
Uma,25,M,67,78,57,Yes
Rachel,23,M,30,100,61,Yes
Bob,22,M,89,35,78,Yes
Jack,18,M,55,42,84,Yes
Tom,19,M,76,30,98,Yes
Olivia,24,M,54,78,93,Yes
Uma,18,M,78,57,67,Yes
Charlie,23,F,51,51,51,No
Grace,23,F,55,65,44,No
Tom,21,M,41,88,32,No
Noah,22,M,96,48,82,Yes
Ivy,21,M,81,73,39,Yes
Steve,18,F,94,49,31,No
Ivy,20,F,100,83,54,Yes
Ivy,20,F,81,97,72,Yes
Liam,19,F,77,86,61,Yes
Tom,23,M,49,40,87,No
Frank,23,F,90,88,61,Yes
Charlie,25,M,37,58,52,No
Grace,25,M,65,43,100,Yes
Bob,25,F,46,67,55,No
Liam,23,F,51,79,42,No
Diana,22,M,59,100,82,Yes
Henry,23,M,79,54,69,Yes
Bob,19,M,98,67,71,Yes
Noah,21,M,83,53,63,Yes
Mia,21,F,56,59,39,No
Frank,25,M,96,48,69,Yes
Noah,18,M,97,94,95,Yes
Bob,18,F,88,82,92,Yes
Grace,21,F,53,58,57,No
Grace,22,M,37,53,96,Yes
Frank,25,F,40,96,47,Yes
Liam,23,M,37,73,93,Yes
Charlie,21,F,90,41,85,Yes
Steve,19,M,55,52,100,Yes
Ivy,20,F,72,90,65,Yes
Charlie,22,F,58,88,77,Yes
Charlie,19,F,30,60,69,No
Quinn,18,F,55,46,66,No
Liam,25,M,43,44,61,No
Olivia,22,M,88,49,77,Yes
Steve,25,F,67,81,84,Yes
Charlie,23,F,77,81,36,Yes
Frank,24,F,31,73,78,Yes
Rachel,20,F,52,76,96,Yes
Diana,18,F,76,99,54,Yes
Alice,23,M,58,91,50,Yes
Grace,24,F,57,44,99,Yes
Uma,25,M,42,41,99,Yes
Eva,23,M,32,36,34,No
Mia,22,F,51,56,48,No
Diana,25,F,83,93,69,Yes
Ivy,18,F,100,63,41,Yes
Noah,22,M,42,89,74,Yes
Liam,20,M,57,31,87,No
Tom,20,F,49,49,83,Yes
Eva,25,F,50,56,76,Yes
Paul,23,M,49,74,87,Yes
Noah,19,F,41,30,58,No
Bob,22,F,76,58,96,Yes
Ivy,20,M,75,79,74,Yes
Jack,23,M,43,40,83,No
Grace,22,F,79,34,67,Yes
Henry,18,M,96,65,96,Yes
Paul,22,M,61,83,93,Yes
Diana,24,F,62,62,59,Yes
Alice,19,F,45,84,58,Yes
Jack,22,M,53,100,71,Yes
Jack,19,F,76,87,51,Yes
Henry,24,M,46,63,95,Yes
Charlie,23,M,78,39,66,Yes
Diana,25,F,72,55,44,No
Tom,18,M,67,59,32,No
Liam,25,M,72,36,60,No
Rachel,20,F,62,34,45,No
Bob,24,F,76,78,65,Yes
Noah,23,F,46,37,74,No
Steve,25,F,95,55,73,Yes
Diana,24,F,35,84,40,No
Bob,18,M,33,78,31,No
Tom,21,M,55,100,71,Yes
Grace,24,F,63,89,78,Yes
Liam,21,F,62,70,74,Yes
Alice,21,F,80,46,78,Yes
Frank,23,F,85,64,37,Yes
Quinn,23,F,66,89,83,Yes
Paul,20,M,32,95,62,Yes
Grace,24,F,87,89,30,Yes
Uma,23,F,44,98,34,No
Paul,19,M,30,60,54,No
Eva,23,F,96,44,47,Yes
Ivy,21,F,75,76,86,Yes
Tom,22,M,36,62,86,Yes
Steve,22,F,75,87,44,Yes
Eva,19,M,81,95,34,Yes
Paul,22,F,78,65,44,Yes
Tom,25,M,61,52,30,No
Alice,23,M,66,46,95,Yes
Grace,19,F,70,59,30,No
Uma,22,F,94,43,81,Yes
Steve,22,M,64,58,68,Yes
Quinn,18,F,94,90,49,Yes
Eva,22,M,52,84,78,Yes
Alice,19,M,98,73,35,Yes
Tom,21,F,53,50,99,Yes
Liam,18,F,35,31,79,No
Grace,21,M,85,63,98,Yes
Tom,21,F,79,34,30,No
Olivia,24,F,36,45,79,No
Grace,24,F,72,76,32,Yes
Eva,18,F,89,36,85,Yes
Olivia,22,M,97,98,39,Yes
Steve,24,M,40,84,46,No
Quinn,18,M,81,86,35,Yes
Henry,19,M,49,41,60,No
Steve,20,F,97,37,36,No
Rachel,18,M,41,39,97,No
Quinn,23,F,43,85,47,No
Eva,25,F,89,32,94,Yes
Noah,25,F,47,70,70,Yes
Olivia,25,F,36,39,50,No
Noah,22,M,48,49,58,No
Charlie,18,F,91,74,89,Yes
Alice,25,M,75,41,42,No
Quinn,23,F,42,90,98,Yes
Olivia,19,F,76,30,87,Yes
Quinn,24,M,67,100,94,Yes
Quinn,25,F,46,87,42,No
Tom,21,M,80,58,34,No
Henry,25,M,33,99,86,Yes
Jack,21,F,90,89,96,Yes
Diana,23,F,80,51,37,No
Frank,25,M,75,93,56,Yes
Bob,23,M,99,95,52,Yes
Frank,23,F,96,36,45,No
Henry,19,F,89,39,58,Yes
Frank,25,M,86,90,43,Yes
Charlie,22,M,65,90,82,Yes
Grace,21,F,34,94,78,Yes
Ivy,24,M,95,54,55,Yes
Alice,23,M,83,95,82,Yes
Quinn,24,M,98,82,42,Yes
Eva,20,F,83,47,31,No
Jack,21,M,33,45,91,No
Mia,18,F,59,32,85,No
Diana,22,F,89,48,57,Yes
Liam,25,M,55,98,71,Yes
Jack,22,F,42,38,84,No
Olivia,25,F,100,39,85,Yes
Noah,22,M,60,65,93,Yes
Charlie,19,M,58,48,90,Yes
Eva,25,M,43,35,84,No
Bob,20,F,100,91,40,Yes
Alice,18,F,72,40,34,No
Steve,23,F,42,78,58,No
Paul,18,M,63,82,36,Yes
Charlie,21,F,76,79,94,Yes
Alice,24,M,86,85,98,Yes
Olivia,23,F,69,49,90,Yes
Jack,18,F,43,30,71,No
Quinn,19,F,85,94,60,Yes
Uma,22,F,48,99,92,Yes
Tom,23,F,89,95,97,Yes
Rachel,25,M,78,44,44,No
Henry,21,M,69,72,89,Yes
Quinn,25,M,52,44,87,Yes
Liam,19,M,68,75,36,No
Bob,20,M,30,80,98,Yes
Paul,21,M,54,48,48,No
Jack,20,F,73,66,48,Yes
Mia,18,F,50,91,78,Yes
Uma,18,M,86,43,40,No
Mia,24,M,86,38,59,Yes
Bob,21,M,46,54,62,No
Charlie,22,F,59,52,50,No
Liam,18,M,31,66,49,No
Bob,21,F,98,44,43,Yes
Diana,19,F,37,75,38,No
Frank,24,F,38,53,98,Yes
Henry,18,M,81,34,84,Yes
Quinn,19,M,46,95,50,Yes
Mia,23,F,99,83,94,Yes
Olivia,18,M,72,36,88,Yes
Steve,19,F,50,34,75,No
Noah,18,F,33,86,71,Yes
Jack,25,M,87,63,44,Yes
Rachel,18,M,64,91,40,Yes
Rachel,19,M,32,68,83,Yes
Steve,21,F,68,38,67,No
Tom,25,M,43,77,68,Yes
Jack,19,F,35,31,68,No
Henry,24,M,43,87,34,No
Ivy,21,F,86,97,36,Yes
Frank,21,F,42,100,82,Yes
Henry,24,F,77,55,50,Yes
Noah,23,M,100,63,48,Yes
Diana,22,M,73,90,60,Yes
Quinn,18,F,35,36,38,No
Uma,25,F,80,62,30,No
Jack,18,M,44,83,36,No
Jack,19,F,69,46,54,No
Grace,22,F,79,50,88,Yes
Steve,20,M,83,97,84,Yes
Eva,25,F,40,51,32,No
Tom,23,F,57,69,35,No
Uma,18,F,41,33,42,No
Jack,23,M,45,30,73,No
Ivy,20,M,43,53,58,No
Paul,21,F,58,80,43,Yes
Mia,18,M,68,94,48,Yes
Steve,19,F,78,76,48,Yes
Liam,23,F,32,83,58,No
Ivy,20,F,38,81,45,No
Ivy,24,F,39,36,66,No
Liam,18,M,100,90,70,Yes
Grace,24,F,68,99,47,Yes
Liam,25,M,47,54,73,No
Liam,19,F,64,58,60,Yes
Diana,21,M,33,77,85,Yes
Noah,20,M,59,42,48,No
Frank,21,M,34,100,30,No
Bob,23,M,64,38,95,Yes
Frank,24,M,44,72,81,Yes
Alice,24,F,80,35,98,Yes
Liam,24,M,38,51,89,No
Bob,24,F,54,33,52,No
Jack,19,F,36,64,88,Yes
Paul,23,F,30,100,76,Yes
Charlie,20,M,79,54,47,Yes
Eva,21,F,42,45,80,No
Uma,23,F,46,65,62,No
Paul,23,F,81,68,76,Yes
Steve,19,F,76,68,31,No
Olivia,18,M,30,56,71,No
Alice,25,M,40,56,31,No
Grace,23,F,64,69,77,Yes
Rachel,23,F,69,86,71,Yes
Quinn,18,F,54,91,50,Yes
Grace,19,M,43,36,52,No
Steve,23,F,81,80,31,Yes
Bob,22,M,97,94,43,Yes
Mia,25,F,98,33,35,No
Henry,23,F,49,53,70,No
Diana,20,F,85,33,70,Yes
Eva,19,M,62,98,37,Yes
Frank,20,M,39,33,56,No
Steve,24,F,48,74,93,Yes
Alice,19,M,76,55,50,Yes
Diana,19,M,63,58,78,Yes
Paul,24,M,85,90,77,Yes
Jack,24,F,50,98,59,Yes
Liam,22,F,98,40,90,Yes
Rachel,21,F,73,48,82,Yes
Ivy,25,F,93,40,92,Yes
Rachel,19,M,30,87,57,No
Steve,22,F,97,68,79,Yes
Uma,19,F,54,91,57,Yes
Uma,25,F,39,35,36,No
Paul,19,M,55,88,81,Yes
Steve,18,F,64,82,64,Yes
Eva,20,M,72,85,84,Yes
Jack,22,M,55,100,87,Yes
Bob,24,F,64,84,36,Yes
Diana,23,F,41,32,97,No
Paul,22,F,33,33,62,No
Tom,22,M,30,50,50,No
Tom,24,F,78,35,71,Yes
Steve,19,M,69,48,86,Yes
Tom,19,M,74,40,44,No
Mia,19,M,70,84,37,Yes
